categoria,nome
Todos os produtos,TAMPA DE PARTIDA CPL PARTIDA LEVE VAT20L/VR330H/VP3300P/VR430P/VR520H/VR520HB/VMP520/VPS520/VR620H
Todos os produtos,TAMPA DE PARTIDA CPL TRAVA ARAME VR430S/VPS520S ATOMIZADOR VAT20
Todos os produtos,TANQUE DE GASOLINA COMPLETO PARA ROCADEIRA STIHL FS160/FS220 - STIHL
Todos os produtos,TUBO EIXO CARDA 28mm x 155cm C/EIXO 161cm x 8mm x PONTA QUADRADA PARA STIHL FS160/FS220/FS280 - STIHL
Todos os produtos,VIRABREQUIM PARA ROCADEIRA STIHL FS 160/220/280 - STIHL
Todos os produtos,"MOTOBOMBA FGN-7 T1,5CV-105MM-AL-220/380V-2P-R-60HZ-IP21-IR3-GCB-VD STD - FAMAC"
Todos os produtos,"MOTOBOMBA FGN-2 M2,0CV-150MM-AL-110-127/220-254V-2P-R-60HZ-IP21-IRN-GCB-VD STD - FAMAC"
Todos os produtos,"MOTOBOMBA FGN-7 M1,0CV-95MM-AL-110-127/220-254V-2P-R-60HZ-IP21-IRN-GCB-VD STD - FAMAC"
Todos os produtos,"MOTOBOMBA FGN-7 T1,0CV-95MM-AL-220/380V-2P-R-60HZ-IP21-IR3-GCB-VD STD - FAMAC"
Todos os produtos,"MG-3000CLE-1 - GERADOR GAS. MONO 2800W/2,8KVA 60HZ 110/220V - GARTHEN"
Todos os produtos,"MG-3000CL-1 - GERADOR GAS. MONO 2800W/2,8KVA 60HZ 110/220V - GARTHEN"
Todos os produtos,"MAM-8,7/50BR -MOTOCOMPRESSOR 120LBS 2HP 220V NAC - GARTHEN"
Todos os produtos,GSS-3000 - SOPRADOR/SUGADOR DE FOLHAS 3000W 220V - GARTHEN
Todos os produtos,"LUVA FG 1"" HBL - IMP P/IRRIGACAO"
Todos os produtos,"10933 C8E8-IR JM 5CV TRIF 22/38/44 IR3 IP55 W MT INCENDIO 2,5X2,5## - KING"
Todos os produtos,"ADAPTADOR SIMPLES C/RED 2"" X 1.1/2"" - APEFUND/FAP"
Todos os produtos,"ADAPTADOR SIMPLES C/RED 3"" X 2"" -  APEFUND/FAP P/I"
Todos os produtos,"CURVA PARA REGISTRO FF 2"" -  APEFUND/FAP P/IRRIG"
Todos os produtos,"CURVA COM RED. P/ REGISTRO 2X1"" - APEFUND P/IRRIG"
Todos os produtos,"CURVA COM RED. P/ REGISTRO 2X1.1/2"" - APEFUND P/IR"
Todos os produtos,"TE FG 90° 3/4"" HBL - IMP P/IRRIG"
Todos os produtos,"TE FG 90° 1/2"" HBL - IMP P/IRRIG"
Todos os produtos,"COTOVELO 90° FG 3/4"" HBL - IMP P/IRRIGACAO"
Todos os produtos,"NIPLE FG 1.1/4"" HBL - IMP P/IRRIG"
Todos os produtos,"NIPLE RED FG 1"" X 3/4"" HBL - IMP P/IRRIGACAO"
Todos os produtos,"NIPLE RED FG 1.1/4"" X 1"" HBL - IMP P/IRRIGACAO"
Todos os produtos,"NIPLE RED FG 2"" X 1.1/2"" HBL - IMP P/IRRIGACAO"
Todos os produtos,"NIPLE RED FG 2"" X 1.1/4"" HBL - IMP P/IRRIGACAO"
Todos os produtos,"TAMPAO MACHO/BUJAO FG 1/2"" HBL - IMP P/IRRIG"
Todos os produtos,"COTOVELO 90° FG 1/2"" HBL - IMP P/IRRIGACAO"
Todos os produtos,"CURVA 90 M&F 2"" FG HBL - IMP P/IRRIGACAO"
Todos os produtos,"LUVA FG 1"" - IPC P/IRRIG"
Todos os produtos,"LUVA FG 2.1/2"" HBL - IMP P/IRRIG"
Todos os produtos,"LUVA FG 3"" HBL - IMP P/IRRIG"
Todos os produtos,"VALVULA DE PE FF 2.1/2"" - APEFUND/FAP P/IRRIG"
Todos os produtos,"ADAPTADOR SIMPLES FF 1"" - APEFUND/FAP P/IRRIG"
Todos os produtos,"ADAPTADOR SIMPLES FF 2"" - APEFUND/FAP P/IRRIG"
Todos os produtos,"LUVA DE RED. FG 2"" X 1"" HBL - IMP P/IRRIGACAO"
Todos os produtos,"BUCHA RED. FG 2.1/2"" X 2"" HBL - IMP P/IRRIGACAO"
Todos os produtos,"BUCHA RED. FG 2"" X 1.1/2"" HBL - IMP P/IRRIGACAO"
Todos os produtos,"BUCHA RED. FG 1"" X 3/4"" HBL - IMP P/IRRIGACAO"
Todos os produtos,"BUCHA RED. FG 1.1/4"" X 1"" - IPC P/IRRIGACAO"
Todos os produtos,BETONEIRA RENTAL 400LT MOTOR 2CV
Todos os produtos,BOMBA ANAUGER SAPPO ECCO 500 SLIM EXTREME 220V - ANAUGER
Todos os produtos,ANAUGER ECCO SENSOR - 560W A 1120W - 1.5m (15A) - ANAUGER
Todos os produtos,BOMBA ANAUGER SAPPO 900 EXTREME 220V - ANAUGER
Todos os produtos,"CABO PP CIRCULAR 2X2,50 300/500 (B5)"
Todos os produtos,"CABO PP CIRCULAR 3X1,00 300/500V Preto ( Bobina )"
Todos os produtos,"CABO PP CIRCULAR 3X2,50 300/500 (B5)"
Todos os produtos,"CABO PP CIRCULAR 2X1,50 300/500V Preto (B5)"
Todos os produtos,"MANGUEIRA SUCCAO LIGHT AZUL 1"" X 50 M - HIMAFLEX"
Todos os produtos,"MANGUEIRA RUBBER AR AGUA MULTIFLEX 3/8"" X 100 M - HIMAFLEX"
Todos os produtos,"MANGUEIRA RUBBER AR AGUA MULTIFLEX 1/4"" X 100 M - HIMAFLEX"
Todos os produtos,"MANGUEIRA AGRICOLA PT 700 PSI 1/4"" X 100 M - HIMAFLEX"
Todos os produtos,"MANGUEIRA AGRICOLA PT 700 PSI 3/8"" X 100 M - HIMAFLEX"
Todos os produtos,"MANGUEIRA SUCCAO STANDARD LARANJA 3"" X 50 M - HIMAFLEX"
Todos os produtos,"MANGUEIRA SUCCAO LIGHT AZUL 2.1/2"" X 50 M - HIMAFLEX"
Todos os produtos,"MANGUEIRA CRISTAL TRANCADA MULTIFLEX PT 250 PSI 1"" X 100 M - HIMAFLEX"
Todos os produtos,GAM-1500BP - APARADOR DE GRAMA 1500W 220V BIPARTIDO - GARTHEN
Todos os produtos,CAPACITOR ELET MINI 88-108 UF 110V
Todos os produtos,CAPACITOR ELET MINI 216-259 UF 110V
Todos os produtos,CAPACITOR ELET MINI 270-324 UF 110V
Todos os produtos,CAPACITOR ELET MINI 340-408 UF 110V
Todos os produtos,CAPACITOR ELET 430-516 UF 110V
Todos os produtos,CAPACITOR ELET 540-648 UF 110V
Todos os produtos,CAPACITOR ELET 680-816 UF 110V
Todos os produtos,"CAPACITOR PERM CABO 8,0 UF 440/450V"
Todos os produtos,"CAPACITOR PERM CABO 10,0 UF 440/450V"
Todos os produtos,"CAPACITOR PERM CABO 12,0 UF 440/450V"
Todos os produtos,"CAPACITOR PERM TERMINAL 22,0 UF 440/450V"
Todos os produtos,"CAPACITOR PERM TERMINAL 25,0 UF 440/450V"
Todos os produtos,"CAPACITOR PERM TERMINAL 30,0 UF 440/450V"
Todos os produtos,PULVERIZADOR ESTACIONARIO BF45 4T - BUFFALO
Todos os produtos,LUVA VAQUETA TAM 9 G MODELO PETROLEIRA
Todos os produtos,"CHAVE CANO 14"" STILLSON"
Todos os produtos,"CONEXAO MANG ADAPTAD INTERNO 3/4"""
Todos os produtos,"CONEXAO MANG JOELHO INTERNO DUPLO 3/4"""
Todos os produtos,LUVA MALHA PR 3 FIOS PIGMENTADA
Todos os produtos,"ALICATE PRESSAO 10"" MORDENTE RETO"
Todos os produtos,"CONEXAO MANG ADAPTAD INTERNO 1"""
Todos os produtos,MANGUEIRA IRRIGACAO JATO VERTICAL 100M
Todos os produtos,"CAVADEIRA ARTICULADA METALICA, COM CABO DE MADEIRA - TRAMONTINA"
Todos os produtos,PULVERIZADOR COSTAL MANUAL 20L PJH20
Todos os produtos,"ABRACADEIRA 4,8 X 300 PRETA ( AJAX )"
Todos os produtos,LUVA TRICOTADA PRETA COM PIGMENTO C/12 (IMBAT)
Todos os produtos,ADAPTADOR SOLD CURTO 32MM X 1 (KRONA) - KRONA
Todos os produtos,JOELHO 90 SOLD - 32MM PCT 25 (KRONA) - KRONA
Todos os produtos,ADESIVO POLYTUBES 17G C/48 (PULVITEC)
Todos os produtos,JOELHO 90 SOLD - 25MM PCT 50 (KRONA) - KRONA
Todos os produtos,"MOTOBOMBA FSP60-1 M1/2CV-60X6,3MM-BR-220V-2P-R-60HZ-IP21-IRN-GCB-VD STD - FAMAC"
Todos os produtos,"MOTOBOMBA FGN-2 T3,0CV-160MM-AL-220/380V-2P-R-60HZ-IP21-IR3-GCB-VD STD - FAMAC"
Todos os produtos,"MOTOBOMBA FGN-2 M3,0CV-160MM-AL-110-127/220-254V-2P-R-60HZ-IP21-IRN-GCB-VD STD - FAMAC"
Todos os produtos,PA SX UNC RI 3/8X3/4 ZB
Todos os produtos,"PA SX RI 10X30 MA 8.8 (1,50)"
Todos os produtos,PA ALLEN CIL MM 8X40LG
Todos os produtos,"PA SX RP 8X40 MA 8.8 (1,25)"
Todos os produtos,"PA SX UNC RI 7/16X1"" G5"
Todos os produtos,PA SX UNC RI 3/8X7/8 ZB
Todos os produtos,PA MET PAN PH 5X6 BC
Todos os produtos,FLANGE CARB RC L43/52/PERFURADOR 52CC
Todos os produtos,TANQUE COMBUS RC 43M/52CC C/ TAMPA 1.2LT
Todos os produtos,SUPORTE POLIA ARRANQUE RC 33/43/52 FERRO
Todos os produtos,EMBREAGEM ST FS160/220/280/290/FR220
Todos os produtos,REPARO C/ AGUL ZAMA ST FS160/220/280
Todos os produtos,REPARO ZAMA ST FS161/221/291/460
Todos os produtos,MISTURADOR COMBUSTIVEL 1LT PLASTICO PINT
Todos os produtos,CINTO DUPLO ROCADEIRA PREMIUM VANT
Todos os produtos,PROTETOR FACIAL TELADO C/ CARNEIRA/CATRA
Todos os produtos,CARRETEL C/ SERRA DENTADA C/ 28D R. M10
Todos os produtos,CARRETEL C/ SERRA DENTADA C/ 28D R. M12
Todos os produtos,TRANSMISSAO ST FS220/221/280/160/161 N C
Todos os produtos,CORRENTE 325 1.3 LOOP 32D VANT
Todos os produtos,CORRENTE 325 1.5 LOOP 32D VANT
Todos os produtos,CORRENTE 3/8 1.1 LOOP 22D VANT
Todos os produtos,CABO ACELERADOR ST FS160/220/280 NOV ESP
Todos os produtos,FILTRO AR ST FS160/220/280/290 ELEMENTO
Todos os produtos,SABRE ST 170/180/210 14/35CM PD GPLUS
Todos os produtos,PRISIONEIRO TAMPA SABRE MS 45/52/58/62
Todos os produtos,TAMPA COMBUS ST 210/250/360/380/381 CLIC
Todos os produtos,CARRETEL ST FS44/55/85/86/FR220 AUTOM.
Todos os produtos,CARRETEL ST FS55/85/120/131 AUTOCUT26-2
Todos os produtos,RETENTOR VIRAB ST 260/360/FS160/220 PQ
Todos os produtos,MODULO IGNICAO ST FS85/HS80 C/ TERMINAL
Todos os produtos,EMBREAGEM ST FS161/221/291
Todos os produtos,CARRETEL ST FS161/220/221 AUTOCUT 26-2
Todos os produtos,CARRETEL ST FS160/161/221 AUTOCUT 27-2
Todos os produtos,ROLAMENTO TRANSM 6001ZZ ST 220/280
Todos os produtos,MODULO IGNICAO ST FS160/220/280/290
Todos os produtos,TERMINAL VELA MS/RC ST/HUSQ C/ MOLA
Todos os produtos,"ABRACADEIRA RSF 14MM 2.1/4"" A 3"" 57-76"
Todos os produtos,"ABRACADEIRA RSF 14MM 2"" A 2.1/2"" 51-64"
Todos os produtos,"ABRACADEIRA NYLON 3,6X200MM BR 100PCS"
Todos os produtos,"ABRACADEIRA RSF 9MM 1/2"" A 3/4"" 13-19"
Todos os produtos,"ABRACADEIRA RSF 14MM 1.1/2"" A 2"" 38-51M"
Todos os produtos,UNIAO SOLDAVEL 25MM
Todos os produtos,MASCARA RESPIRATORIA 2 FILTROS CG306
Todos os produtos,5585 C8E8 JM 5CV TRIF 22/38/44 IR3 W * - KING
Todos os produtos,8561 C8E8 JM 5CV TRIF 22/38/44 IP55 IR3 MM## - KING
Todos os produtos,12473 C7L6 FI 2CV MONO 11/22 MM (NC)## - KING
Todos os produtos,"5811 C7L5 FI 1,5CV MONO 11/22 W (NC)##* - KING"
Todos os produtos,ROCADEIRA BFG 52S 2T - BUFFALO
Todos os produtos,"GTI-2000LDF-1 V2 - TRITURADOR MONO 2,0HP IP00 220V 60HZ - GARTHEN"
Todos os produtos,"GTI-2000LD-1 - TRITURADOR MONO 2,0HP IP00 220V 60HZ - GARTHEN"
Todos os produtos,"GT-2000LM-1 - TRITURADOR MONO 2,0HP IP21 127/220V 60HZ - GARTHEN"
Todos os produtos,"GT-3000LM-1 - TRITURADOR MONO 3,0HP IP21 127/220V 60HZ - GARTHEN"
Todos os produtos,CLORO 3 EM 1 BALDE 10KG - ATCLLOR P/IRRIG - ATCLLOR
Todos os produtos,ASPIRADOR PLASTICO ESFERA
Todos os produtos,PENEIRA PLASTICA NETUNO - NETUNO
Todos os produtos,PULVERIZADOR 20L COST.JACTO PJH - JACTO
Todos os produtos,MBP 3R3PB-25 180 1.5 M 60 220BOMBA CENTRIFUGA MONOFASICA PARA AGUA
Todos os produtos,MBP 3R3PB-18 180 1 M 60 220BOMBA CENTRIFUGA MONOFASICA PARA AGUA
Todos os produtos,MB 3R3PB-25 180 1.5 M2F 60220BOMBA CENTRIFUGA MONOFASICA PARA AGUA
Todos os produtos,MB 3R3PB-18 180 1 M2F 60220BOMBA CENTRIFUGA MONOFASICA PARA AGUA
Todos os produtos,MB 3R3PB-09 180 0.5 M2F 60220BOMBA CENTRIFUGA MONOFASICA PARA AGUA
Todos os produtos,MB 3R3PB-06 180 0.33 M2F 60220BOMBA CENTRIFUGA MONOFASICA PARA AGUA
Todos os produtos,"MANGUEIRA RECICLADA 1/2 X 1,2 (100MT)"
Todos os produtos,"MANGUEIRA RECICLADA 1/2 X 1,5 MM PE ECOLOGICO REF (100MT)"
Todos os produtos,"MANGUEIRA RECICLADA 1 X 1,7 MM PE ECOLOGICO (100MT)"
